the_geom,offering,region,province,municipality,division,district,enrollment_sy_2014_2015,school_name,mooe_in_php_for_fy_2015,latitude,longitude,school_id,cartodb_id,created_at,updated_at,address
NA,SS,Region II,Nueva Vizcaya,Bambang,Nueva Vizcaya,Bambang I,242,Salinas High School,501000,NA,NA,300645,39409,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Salinas High School, Bambang, Nueva Vizcaya"
NA,SS,Region II,Nueva Vizcaya,Aritao,Nueva Vizcaya,Aritao West,258,Sta. Clara HS,353000,NA,NA,300647,39411,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sta. Clara High School, Aritao, Nueva Vizcaya"
NA,SS,Region II,Nueva Vizcaya,Kayapa,Nueva Vizcaya,Eastern Kayapa,442,Sta. Cruz Pingkian HS,443000,NA,NA,300648,39412,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sta. Cruz Pingkian High School, Kayapa, Nueva Vizcaya"
NA,SS,Region II,Nueva Vizcaya,Santa Fe,Nueva Vizcaya,Sta. Fe,723,Santa Fe National High School,707000,NA,NA,300649,39413,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Santa Fe National High School, Santa Fe, Nueva Vizcaya"
NA,SS,Region II,Nueva Vizcaya,Bagabag,Nueva Vizcaya,Bagabag II,227,Tuao HS,353000,NA,NA,300650,39414,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tuao High School, Bagabag, Nueva Vizcaya"
NA,SS,Region II,Nueva Vizcaya,Kayapa,Nueva Vizcaya,Eastern Kayapa,198,Binalian Integrated School,321000,NA,NA,306201,39519,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Binalian Integrated School, Kayapa, Nueva Vizcaya"
NA,SS,Region II,Nueva Vizcaya,Bayombong (Capital),Nueva Vizcaya,Bayombong II,507,Bonfal National High School,513000,NA,NA,306202,39520,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bonfal National High School, Bayombong (Capital), Nueva Vizcaya"
NA,SS,Region II,Nueva Vizcaya,Quezon,Nueva Vizcaya,Quezon,149,Dippog National High School,273000,NA,NA,306203,39521,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Dippog National High School, Quezon, Nueva Vizcaya"
NA,SS,Region II,Nueva Vizcaya,Quezon,Nueva Vizcaya,Quezon,391,Runruno National High School,465000,NA,NA,306204,39522,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Runruno National High School, Quezon, Nueva Vizcaya"
NA,SS,Region II,Nueva Vizcaya,Santa Fe,Nueva Vizcaya,Sta. Fe,276,Canabuan National High School,302000,NA,NA,306205,39523,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Canabuan National High School, Santa Fe, Nueva Vizcaya"
NA,SS,Region II,Nueva Vizcaya,Dupax Del Norte,Nueva Vizcaya,Dupax del Norte I,490,DUPAX DEL NORTE NATIONAL HIGH SCHOOL-ANNEX,490000,NA,NA,306206,39524,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"DUPAX DEL NORTE NATIONAL HIGH SCHOOL-ANNEX, Dupax Del Norte, Nueva Vizcaya"
NA,SS,Region II,Nueva Vizcaya,Alfonso Casta̱eda,Nueva Vizcaya,Alfonso Casta̱eda,86,Alfonso Castaneda NHS - Annex (Brgy. Abuyo),162000,NA,NA,306207,39525,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Alfonso Castaneda National High School - Annex (Brgy. Abuyo), Alfonso Casta̱eda, Nueva Vizcaya"
NA,SS,Region II,Nueva Vizcaya,Kasibu,Nueva Vizcaya,Kasibu East,254,Eastern Nueva Vizcaya National High School,239000,NA,NA,306208,39526,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Eastern Nueva Vizcaya National High School, Kasibu, Nueva Vizcaya"
NA,ES,Region IV-B,Occidental Mindoro,Abra De Ilog,Occidental Mindoro,Abra De Ilog-Paluan,300,Biga MS,167000,NA,NA,110041,10489,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Biga MS, Abra De Ilog, Occidental Mindoro"
NA,ES,Region IV-B,Occidental Mindoro,Looc,Occidental Mindoro,Looc,123,Balikyas ES,115000,NA,NA,110097,10544,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Balikyas Elementary School, Looc, Occidental Mindoro"
NA,ES,Region IV-B,Occidental Mindoro,Mamburao (Capital),Occidental Mindoro,Mamburao,88,Balansay ES - Lanas Min. ES,74000,NA,NA,110153,10600,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Balansay Elementary School - Lanas Min. ES, Mamburao (Capital), Occidental Mindoro"
NA,ES,Region IV-B,Occidental Mindoro,San Jose,Occidental Mindoro,San Jose South,28,Labangan ES - Cansubong PS,54000,NA,NA,110289,10732,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Labangan Elementary School - Cansubong Primary School, San Jose, Occidental Mindoro"
NA,ES,Region IV-B,Oriental Mindoro,Baco,Oriental Mindoro,Baco,178,Pambisan ES,139000,NA,NA,110343,10783,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pambisan Elementary School, Baco, Oriental Mindoro"
NA,ES,Region IV-B,Oriental Mindoro,Bongabong,Oriental Mindoro,Bongabong South,88,Sebastian Umali MS,99000,NA,NA,110407,10844,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sebastian Umali MS, Bongabong, Oriental Mindoro"
NA,ES,Region IV-B,Oriental Mindoro,Naujan,Oriental Mindoro,Naujan South,293,Mahabang Parang ES,168000,NA,NA,110519,10955,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Mahabang Parang Elementary School, Naujan, Oriental Mindoro"
NA,ES,Region IV-B,Oriental Mindoro,Pola,Oriental Mindoro,Pola,508,Maluanluan ES,248000,NA,NA,110596,11031,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Maluanluan Elementary School, Pola, Oriental Mindoro"
NA,ES,Region IV-B,Oriental Mindoro,Puerto Galera,Oriental Mindoro,Puerto Galera,195,San Antonio ES,128000,NA,NA,110621,11055,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"San Antonio Elementary School, Puerto Galera, Oriental Mindoro"
NA,ES,Region IV-B,Oriental Mindoro,Victoria,Oriental Mindoro,Victoria,90,Murangan PS,76000,NA,NA,110702,11133,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Murangan Primary School, Victoria, Oriental Mindoro"
NA,ES,Region IV-B,Oriental Mindoro,Mansalay,Oriental Mindoro,Mansalay,92,Lucban Primary School,66000,NA,NA,170032,12060,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Lucban Primary School, Mansalay, Oriental Mindoro"
NA,ES,Region IV-B,Oriental Mindoro,Bongabong,Oriental Mindoro,Bongabong North,146,Akliyang ES,86000,NA,NA,170039,12067,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Akliyang Elementary School, Bongabong, Oriental Mindoro"
NA,ES,Region IV-B,Palawan,Balabac,Palawan,Balabac,206,Agutayan ES,117000,NA,NA,110791,11222,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Agutayan Elementary School, Balabac, Palawan"
NA,ES,Region IV-B,Palawan,Balabac,Palawan,Balabac,824,Balabac CS,344000,NA,NA,110792,11223,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Balabac CS, Balabac, Palawan"
NA,ES,Region IV-B,Palawan,Balabac,Palawan,Balabac,131,Banglos ES,91000,NA,NA,110794,11225,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Banglos Elementary School, Balabac, Palawan"
NA,ES,Region IV-B,Palawan,Balabac,Palawan,Balabac,87,Madarcos PS,89000,NA,NA,110805,11236,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Madarcos Primary School, Balabac, Palawan"
NA,ES,Region IV-B,Palawan,Balabac,Palawan,Balabac,139,Malinsuno Elementary School,90000,NA,NA,110807,11238,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Malinsuno Elementary School, Balabac, Palawan"
NA,ES,Region IV-B,Palawan,Balabac,Palawan,Balabac,888,Marabon ES,375000,NA,NA,110810,11241,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Marabon Elementary School, Balabac, Palawan"
NA,ES,Region IV-B,Palawan,Balabac,Palawan,Balabac,185,Maria Hangin ES,124000,NA,NA,110811,11242,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Maria Hangin Elementary School, Balabac, Palawan"
NA,ES,Region IV-B,Palawan,Balabac,Palawan,Balabac,205,Melville ES,129000,NA,NA,110812,11243,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Melville Elementary School, Balabac, Palawan"
NA,ES,Region IV-B,Palawan,Balabac,Palawan,Balabac,163,Paliisan ES,108000,NA,NA,110813,11244,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Paliisan Elementary School, Balabac, Palawan"
NA,ES,Region IV-B,Palawan,Balabac,Palawan,Balabac,97,Pasig ES,84000,NA,NA,110816,11247,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pasig Elementary School, Balabac, Palawan"
NA,ES,Region IV-B,Palawan,Balabac,Palawan,Balabac,96,RABOR E/S,81000,NA,NA,110817,11248,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"RABOR E/S, Balabac, Palawan"
NA,ES,Region IV-B,Palawan,Balabac,Palawan,Balabac,84,Segumay ES,87000,NA,NA,110818,11249,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Segumay Elementary School, Balabac, Palawan"
NA,ES,Region IV-B,Palawan,Balabac,Palawan,Balabac,151,Sibaring ES,101000,NA,NA,110819,11250,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sibaring Elementary School, Balabac, Palawan"
NA,ES,Region IV-B,Palawan,Brooke'S Point,Palawan,South Brooke's Point,123,Kilala PS,104000,NA,NA,110875,11305,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Kilala Primary School, Brooke'S Point, Palawan"
NA,ES,Region IV-B,Palawan,Cagayancillo,Palawan,Caganyancillo,108,Cawili Elementary School,107000,NA,NA,110966,11395,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cawili Elementary School, Cagayancillo, Palawan"
NA,ES,Region IV-B,Palawan,El Nido (Bacuit),Palawan,El Nido del Sur,165,Kiminawit Elementary School,110000,NA,NA,111024,11452,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Kiminawit Elementary School, El Nido (Bacuit), Palawan"
NA,ES,Region IV-B,Palawan,Quezon,Palawan,Quezon South,395,Calumpang ES,187000,NA,NA,111094,11516,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Calumpang Elementary School, Quezon, Palawan"
NA,ES,Region IV-B,Palawan,Quezon,Palawan,Quezon South,765,Panitian ES,285000,NA,NA,111117,11538,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Panitian Elementary School, Quezon, Palawan"
NA,ES,Region IV-B,Palawan,Quezon,Palawan,Quezon South,548,Quinlogan ES,291000,NA,NA,111121,11542,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Quinlogan Elementary School, Quezon, Palawan"
NA,ES,Region IV-B,Palawan,Quezon,Palawan,Quezon South,202,Sowangan ES,132000,NA,NA,111126,11547,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sowangan Elementary School, Quezon, Palawan"
NA,ES,Region IV-B,Palawan,Quezon,Palawan,Quezon South,498,Tagusao ES,263000,NA,NA,111132,11553,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tagusao Elementary School, Quezon, Palawan"
NA,ES,Region IV-B,Palawan,Quezon,Palawan,Quezon South,374,Tina ES,195000,NA,NA,111133,11554,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tina Elementary School, Quezon, Palawan"
NA,ES,Region IV-B,Palawan,San Vicente,Palawan,San Vicente,80,Albaguen ES,95000,NA,NA,111179,11599,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Albaguen Elementary School, San Vicente, Palawan"
NA,ES,Region IV-B,Palawan,San Vicente,Palawan,San Vicente,63,Barongbong Elem. School,79000,NA,NA,111181,11601,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Barongbong Elem. School, San Vicente, Palawan"
NA,ES,Region IV-B,Palawan,San Vicente,Palawan,San Vicente,45,Baybay Daraga ES,69000,NA,NA,111182,11602,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Baybay Daraga Elementary School, San Vicente, Palawan"
NA,ES,Region IV-B,Palawan,San Vicente,Palawan,San Vicente,92,Buayan ES,108000,NA,NA,111184,11604,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Buayan Elementary School, San Vicente, Palawan"
NA,ES,Region IV-B,Palawan,San Vicente,Palawan,San Vicente,198,Kemdeng ES,129000,NA,NA,111191,11611,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Kemdeng Elementary School, San Vicente, Palawan"
NA,ES,Region IV-B,Palawan,San Vicente,Palawan,San Vicente,140,Pamuayan ES,92000,NA,NA,111198,11618,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pamuayan Elementary School, San Vicente, Palawan"
NA,ES,Region IV-B,Palawan,Taytay,Palawan,Taytay I,378,Biton ES,193000,NA,NA,111213,11633,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Biton Elementary School, Taytay, Palawan"
NA,ES,Region IV-B,Palawan,Taytay,Palawan,Taytay III,176,Bulalo ES,124000,NA,NA,111214,11634,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bulalo Elementary School, Taytay, Palawan"
NA,ES,Region IV-B,Palawan,Taytay,Palawan,Taytay I,125,Calampisao ES,112000,NA,NA,111218,11638,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Calampisao Elementary School, Taytay, Palawan"
NA,ES,Region IV-B,Palawan,Taytay,Palawan,Taytay I,421,Casian ES,234000,NA,NA,111223,11643,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Casian Elementary School, Taytay, Palawan"
NA,ES,Region IV-B,Palawan,Taytay,Palawan,Taytay III,154,Cataban ES,123000,NA,NA,111224,11644,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cataban Elementary School, Taytay, Palawan"
NA,ES,Region IV-B,Palawan,Taytay,Palawan,Taytay III,88,Leba ES,94000,NA,NA,111230,11650,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Leba Elementary School, Taytay, Palawan"
NA,ES,Region IV-B,Palawan,Taytay,Palawan,Taytay III,1076,Liminangcong Central School,479000,NA,NA,111232,11652,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Liminangcong Central School, Taytay, Palawan"
NA,ES,Region IV-B,Palawan,Taytay,Palawan,Taytay I,644,Paly ES,276000,NA,NA,111240,11660,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Paly Elementary School, Taytay, Palawan"
NA,ES,Region IV-B,Palawan,Puerto Princesa City (Capital),Puerto Princesa City,Puerto Princesa II District,253,Inagawan ES,149000,NA,NA,111478,11895,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Inagawan Elementary School, Puerto Princesa City (Capital), Palawan"
NA,ES,Region IV-B,Palawan,Puerto Princesa City (Capital),Puerto Princesa City,Puerto Princesa II District,262,Kamuning ES,152000,NA,NA,111482,11899,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Kamuning Elementary School, Puerto Princesa City (Capital), Palawan"
NA,ES,Region IV-B,Palawan,Puerto Princesa City (Capital),Puerto Princesa City,Puerto Princesa III District,287,Bacungan ES,164000,NA,NA,111506,11922,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bacungan Elementary School, Puerto Princesa City (Capital), Palawan"
NA,ES,Region IV-B,Palawan,Puerto Princesa City (Capital),Puerto Princesa City,Puerto Princesa III District,92,Baruang ES,88000,NA,NA,111508,11924,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Baruang Elementary School, Puerto Princesa City (Capital), Palawan"
NA,ES,Region IV-B,Palawan,Puerto Princesa City (Capital),Puerto Princesa City,Puerto Princesa III District,119,Kandes ES,92000,NA,NA,111514,11930,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Kandes Elementary School, Puerto Princesa City (Capital), Palawan"
NA,ES,Region IV-B,Palawan,Puerto Princesa City (Capital),Puerto Princesa City,Puerto Princesa III District,87,Makirawa Elementary School,81000,NA,NA,111520,11936,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Makirawa Elementary School, Puerto Princesa City (Capital), Palawan"
NA,ES,Region IV-B,Palawan,Puerto Princesa City (Capital),Puerto Princesa City,Puerto Princesa III District,160,Marufinas ES,104000,NA,NA,111524,11940,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Marufinas Elementary School, Puerto Princesa City (Capital), Palawan"
NA,ES,Region IV-B,Palawan,Puerto Princesa City (Capital),Puerto Princesa City,Puerto Princesa III District,137,New Panggangan ES,107000,NA,NA,111526,11942,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"New Panggangan Elementary School, Puerto Princesa City (Capital), Palawan"
NA,ES,Region IV-B,Palawan,Puerto Princesa City (Capital),Puerto Princesa City,Puerto Princesa III District,127,San Carlos ES,102000,NA,NA,111529,11945,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"San Carlos Elementary School, Puerto Princesa City (Capital), Palawan"
NA,ES,Region IV-B,Palawan,Rizal (Marcos),Palawan,Rizal,164,Dignuzon PS,101000,NA,NA,170508,12075,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Dignuzon Primary School, Rizal (Marcos), Palawan"
NA,ES,Region IV-B,Palawan,Quezon,Palawan,Quezon South,195,Ladayon Elementary School,121000,NA,NA,170510,12077,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Ladayon Elementary School, Quezon, Palawan"
NA,ES,Region IV-B,Palawan,Rizal (Marcos),Palawan,Rizal,135,Latud ES,90000,NA,NA,170513,12080,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Latud Elementary School, Rizal (Marcos), Palawan"
NA,ES,Region IV-B,Palawan,San Vicente,Palawan,San Vicente,142,Casoyan ES,118000,NA,NA,170530,12097,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Casoyan Elementary School, San Vicente, Palawan"
NA,ES,Region IV-B,Palawan,Taytay,Palawan,Taytay I,133,Dinet ES,106000,NA,NA,170541,12108,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Dinet Elementary School, Taytay, Palawan"
NA,ES,Region IV-B,Palawan,Balabac,Palawan,Balabac,92,Kambangtule PS,67000,NA,NA,170563,12129,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Kambangtule Primary School, Balabac, Palawan"
NA,ES,Region IV-B,Palawan,Quezon,Palawan,Quezon North,148,Tungib PS,85000,NA,NA,170565,12131,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tungib Primary School, Quezon, Palawan"
NA,ES,Region IV-B,Palawan,Dumaran,Palawan,Dumaran Mainland District,0,Comminyte Primary School,NA,NA,NA,170576,12141,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Comminyte Primary School, Dumaran, Palawan"
NA,ES,Region IV-B,Palawan,Puerto Princesa City (Capital),Puerto Princesa City,Puerto Princesa III District,44,Manggapin E/S,76000,NA,NA,171501,12149,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Manggapin E/S, Puerto Princesa City (Capital), Palawan"
NA,SS,Region IV-B,Palawan,Bataraza,Palawan,Bataraza District I,1098,Bataraza National High School,1094000,NA,NA,301668,41027,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bataraza National High School, Bataraza, Palawan"
NA,SS,Region IV-B,Palawan,Quezon,Palawan,Quezon South,310,Quinlogan NHS,389000,NA,NA,301729,41085,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Quinlogan National High School, Quezon, Palawan"
NA,SS,Region IV-B,Palawan,Quezon,Palawan,Quezon South,523,Tagusao NHS,452000,NA,NA,301743,41099,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tagusao National High School, Quezon, Palawan"
NA,SS,Region IV-B,Palawan,Puerto Princesa City (Capital),Puerto Princesa City,Puerto Princesa I District,260,Macarascas NHS,313000,NA,NA,301785,41137,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Macarascas National High School, Puerto Princesa City (Capital), Palawan"
NA,SS,Region IV-B,Palawan,Bataraza,Palawan,Bataraza District I,0,Malihud National High School,NA,NA,NA,309133,41232,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Malihud National High School, Bataraza, Palawan"
NA,ES,Region III,Pampanga,Candaba,Pampanga,Candaba East,381,Barangca ES,208000,NA,NA,105930,6104,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Barangca Elementary School, Candaba, Pampanga"
NA,ES,Region III,Pampanga,Candaba,Pampanga,Candaba East,510,Mandili II ES (Annex),253000,NA,NA,105938,6112,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Mandili II Elementary School (Annex), Candaba, Pampanga"
NA,ES,Region III,Pampanga,Candaba,Pampanga,Candaba East,638,Mapaniqui ES,321000,NA,NA,105940,6114,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Mapaniqui Elementary School, Candaba, Pampanga"
NA,ES,Region III,Pampanga,Floridablanca,Pampanga,Floridablanca East,250,Cabangcalan ES,158000,NA,NA,105965,6139,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cabangcalan Elementary School, Floridablanca, Pampanga"
NA,ES,Region III,Pampanga,Floridablanca,Pampanga,Floridablanca East,123,Pulong Dagal ES,122000,NA,NA,105970,6144,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pulong Dagal Elementary School, Floridablanca, Pampanga"
NA,ES,Region III,Pampanga,Floridablanca,Pampanga,Floridablanca West,385,Apalit ES,217000,NA,NA,105978,6152,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Apalit Elementary School, Floridablanca, Pampanga"
NA,ES,Region III,Pampanga,Floridablanca,Pampanga,Floridablanca West,1022,Basa Air Base CS,516000,NA,NA,105979,6153,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Basa Air Base CS, Floridablanca, Pampanga"
NA,ES,Region III,Pampanga,Floridablanca,Pampanga,Floridablanca West,310,Consuelo ES,159000,NA,NA,105984,6158,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Consuelo Elementary School, Floridablanca, Pampanga"
NA,ES,Region III,Pampanga,Guagua,Pampanga,Guagua East,444,San Agustin ES,213000,NA,NA,105998,6172,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"San Agustin Elementary School, Guagua, Pampanga"
NA,ES,Region III,Pampanga,Guagua,Pampanga,Guagua East,434,Sta. Ines ES,259000,NA,NA,106003,6177,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sta. Ines Elementary School, Guagua, Pampanga"
NA,ES,Region III,Pampanga,Guagua,Pampanga,Guagua West,77,San Antonio ES - San Isidro PS (Annex),65000,NA,NA,106014,6188,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"San Antonio Elementary School - San Isidro Primary School (Annex), Guagua, Pampanga"
NA,ES,Region III,Pampanga,Guagua,Pampanga,Guagua West,673,San Vicente ES,332000,NA,NA,106017,6191,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"San Vicente Elementary School, Guagua, Pampanga"
NA,ES,Region III,Pampanga,Lubao,Pampanga,Lubao East,505,Don Macario Bacani ES ( Mercado ES),241000,NA,NA,106021,6195,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Don Macario Bacani Elementary School ( Mercado ES), Lubao, Pampanga"
NA,ES,Region III,Pampanga,Lubao,Pampanga,Lubao East,142,San Jose Apunan ES,116000,NA,NA,106028,6202,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"San Jose Apunan Elementary School, Lubao, Pampanga"
NA,ES,Region III,Pampanga,Lubao,Pampanga,Lubao East,155,Sta. Maria ES,121000,NA,NA,106035,6209,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sta. Maria Elementary School, Lubao, Pampanga"
NA,ES,Region III,Pampanga,Lubao,Pampanga,Lubao East,396,Sta. Tereza 1st ES,230000,NA,NA,106037,6211,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sta. Tereza 1st Elementary School, Lubao, Pampanga"
NA,ES,Region III,Pampanga,Lubao,Pampanga,Lubao East,521,Sto. Domingo ES,255000,NA,NA,106038,6212,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sto. Domingo Elementary School, Lubao, Pampanga"
NA,ES,Region III,Pampanga,Lubao,Pampanga,Lubao East,460,Sto. Tomas ES,235000,NA,NA,106039,6213,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sto. Tomas Elementary School, Lubao, Pampanga"
NA,ES,Region III,Pampanga,Lubao,Pampanga,Lubao East,428,Wenceslao Village ES,232000,NA,NA,106040,6214,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Wenceslao Village Elementary School, Lubao, Pampanga"
NA,ES,Region III,Pampanga,Lubao,Pampanga,Lubao West,478,San Pedro Pal. ES,248000,NA,NA,106054,6228,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"San Pedro Pal. Elementary School, Lubao, Pampanga"
NA,ES,Region III,Pampanga,Macabebe,Pampanga,Macabebe East,218,Candelaria ES,155000,NA,NA,106092,6266,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Candelaria Elementary School, Macabebe, Pampanga"
NA,ES,Region III,Pampanga,Macabebe,Pampanga,Macabebe East,1200,Macabebe Elementary School,592000,NA,NA,106093,6267,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Macabebe Elementary School, Macabebe, Pampanga"
NA,ES,Region III,Pampanga,Macabebe,Pampanga,Macabebe East,175,San Roque ES,128000,NA,NA,106096,6270,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"San Roque Elementary School, Macabebe, Pampanga"
NA,ES,Region III,Pampanga,Macabebe,Pampanga,Macabebe East,634,San Vicente Ferrer ES,324000,NA,NA,106097,6271,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"San Vicente Ferrer Elementary School, Macabebe, Pampanga"
NA,ES,Region III,Pampanga,Macabebe,Pampanga,Macabebe East,150,Saplad David ES,124000,NA,NA,106099,6273,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Saplad David Elementary School, Macabebe, Pampanga"
